Player_Notes,Player_Name,PF-2015,TO-2015,BLK-2015,STL-2015,AST-2015,TR-2015,DR-2015,OR-2015,PTS-2015,FT %-2015,FT Attempted-2015,FT Made-2015,2P %-2015,2P Attempted-2015,2P Made-2015,3P  %-2015,3P Attempted-2015,3P Made-2015,FG %-2015,FG Attempted-2015,FG Made-2015,Minutes-2015,Games Started-2015,Games-2015,Consolidated_Agent,Agency,Team,Position,Draft_Status,Draft_Year,Draft_Round,Draft_Order,Contract_Contract_Years,Contract_Expires,Current_Contract_Value,Contract_Contract_Avg,College,Experience,Age,Signed_Using,Salary_214-15,Salary_215-16,Salary_216-17,Salary_217-18,Salary_218-19,Previous_Contract_Years,Previous_Contract_TotalVal,Previous_Contract_TotalAvg,Secondary_Agent,Tertiary_Agent,PER_2013_2014,EWA_2013_2014,PER_2014_2015,EWA_2014_2015,Cumulative_TwoYear_EWA
,Chuck Hayes,1.3,0.3,0.1,0.4,0.7,1.6,1.1,0.4,1.8,0.5,0.4,0.2,0.5,1.6,0.8,0.0,0.0,0.0,0.5,1.6,0.8,8.7,0.0,25.0,Calvin Andrews,BDA Sports,TOR,C,Undrafted,0,0,0,4,2015,22417500,5604375,Kentucky,9,31,Cap Space,595875,,,,,4,7602250,1900563,,,10.0,-0.5,,,-0.5
,Dante Cunningham,1.5,0.6,0.5,0.7,0.8,3.7,2.6,1.1,5.5,0.7,0.8,0.5,0.5,5.3,2.5,0.2,0.1,0.0,0.5,5.4,2.5,25.8,24.0,50.0,Joel Bell,,NOP,PF,Drafted,2009,2,33,1,2015,831942,831942,Villanova,5,27,,831941,,,,,3,6270000,2090000,,,12.7,1.0,9.2,-1.5,-0.5
,Darius Miller,1.6,0.2,0.0,0.2,0.4,0.2,0.2,0.0,0.4,0.0,0.0,0.0,0.2,1.2,0.2,0.0,0.2,0.0,0.1,1.4,0.2,8.6,1.0,5.0,Douglas D. Neustadt,The Neustadt Group,NOP,,Drafted,2012,2,46,2,2015,1896591,948296,Kentucky,2,24,,915243,,,,,,,, Stefano Lupattelli ,,9.1,-0.5,,,-0.5
,Toney Douglas,1.7,1.7,0.7,1.3,4.0,2.3,2.0,0.3,9.0,0.6,3.3,2.0,0.4,5.0,2.0,0.4,2.3,1.0,0.4,7.3,3.0,22.0,0.0,3.0,David Falk,FAME,NOP,PG,Drafted,2009,1,22,,2015,,,Florida State,5,28,,12514,,,,,,,,,,9.2,-0.6,,,-0.6
,Francisco Garcia,1.4,0.7,0.4,0.6,1.1,1.2,1.0,0.2,3.2,0.3,0.3,0.1,0.4,1.3,0.5,0.2,3.2,0.7,0.3,4.5,1.2,14.3,0.0,14.0,Aaron Goodwin ,Goodwin Sports Management,HOU,SG,Drafted,2005,1,23,,2015,,,Louisville,9,33,,131689,,,,,,,,,,9.4,-0.6,,,-0.6
,Pero Antic,2.1,0.8,0.3,0.2,0.8,2.9,1.9,1.0,5.3,0.7,1.9,1.3,0.4,2.0,0.9,0.3,2.7,0.8,0.3,4.7,1.6,16.3,3.0,51.0,Misko Raznatovic ,BeoBasket,ATL,PF,Undrafted,,,,2,2015,2450000,1225000,International,1,32,Cap Space,125,,,,,,,,,,11.7,0.5,8.5,-1.1,-0.6
,Kentavious Caldwell-Pope,2.0,1.1,0.3,1.1,1.2,3.0,2.4,0.6,12.0,0.7,1.8,1.2,0.4,6.1,2.7,0.3,5.3,1.8,0.4,11.5,4.5,30.9,66.0,66.0,Rich Paul,Klutch Sports Management,DET,SG,Drafted,2013,1,8,3,2017,8317320,2772440,Georgia,1,2,1st Round Pick,277248,289176,3678319,4958374,,,,,,,9.5,-0.8,10.7,0.2,-0.6
,Udonis Haslem,1.6,0.5,0.2,0.3,0.7,3.6,2.7,1.0,3.6,0.7,1.2,0.8,0.4,3.2,1.4,0.3,0.1,0.0,0.4,3.3,1.4,14.1,12.0,48.0,Henry Thomas,Creative Artists Agency,MIA,PF,Undrafted,,,,2,2016,5586940,2793470,Florida,11,34,MLE,2732,285494,,,,5,20300000,4060000,,,10.6,-0.3,10.3,-0.4,-0.7
,Garrett Temple,1.5,0.7,0.2,0.8,1.1,1.7,1.3,0.5,3.9,0.7,0.9,0.7,0.4,1.6,0.7,0.4,1.7,0.6,0.4,3.3,1.3,14.1,18.0,52.0,John Hamilton,Performance Sports Management,WAS,SG,Undrafted,,,,2,2016,2081686,1040843,Louisiana State,4,28,Minimum Salary,98184,1162,,,,1,916099,916099,,,7.8,-0.9,11.0,0.2,-0.7
,Darrell Arthur,2.5,0.9,0.5,0.9,1.0,3.0,2.0,0.9,6.9,0.8,1.1,0.8,0.5,4.9,2.3,0.2,1.9,0.5,0.4,6.8,2.8,17.3,4.0,55.0,Jerry Hicks,NO AFFILIATED AGENCY,DEN,PF,Drafted,2008,1,27,2,2015,9675000,4837500,Kansas,6,26,Bird Rights,3457149,,,,,4,5178438,1294610,,,9.4,-1.2,12.3,0.4,-0.8
,Ryan Kelly,1.8,0.7,0.3,0.4,1.0,2.6,2.4,0.3,4.8,0.8,1.6,1.3,0.3,2.8,0.7,0.4,1.9,0.7,0.3,4.8,1.4,19.6,20.0,36.0,Alex Saratsis,Octagon,LAL,PF,Drafted,2013,2,48,2,2016,3374250,1687125,Duke,1,23,Room Exception,165,172425,,,,2,1506662,753331, Jeff Austin,,12.7,0.8,6.2,-1.7,-0.9
,Andrew Nicholson,0.9,0.5,0.3,0.1,0.4,1.7,1.3,0.3,4.0,0.6,0.5,0.3,0.4,3.6,1.4,0.4,0.8,0.3,0.4,4.3,1.7,10.4,0.0,27.0,Bradley Ames,Priority Sports,ORL,PF,Drafted,2012,1,19,4,2016,6826593,1706648,High School,2,25,1st Round Pick,154584,238593,3394725,,,,,, Mark Bartelstein,,9.9,-0.9,,,-0.9
,Chase Budinger,0.8,0.6,0.1,0.5,0.8,2.4,2.1,0.3,4.6,0.8,0.7,0.6,0.4,2.8,1.2,0.3,1.6,0.5,0.4,4.4,1.8,14.8,3.0,52.0,Kevin Bradbury,BDA Sports,MIN,SF,Drafted,2009,2,44,3,2016,15000000,5000000,Arizona,5,26,Bird Rights,5,5,,,,4,3277413,819353,,,9.7,-0.3,8.4,-0.7,-1.0
,Phil Pressey,1.1,0.8,0.1,0.7,2.2,1.4,1.2,0.2,3.5,0.7,1.0,0.7,0.4,2.0,0.8,0.3,1.4,0.4,0.4,3.4,1.2,11.6,0.0,40.0,Aaron Mintz,Creative Artists Agency,BOS,PG,Undrafted,,,,3,2015,2253938,751313,Missouri,1,24,Mini MLE,816482,947276,1215696,,,,,,,,8.8,-1.2,12.1,0.2,-1.0
,Steve Blake,1.6,1.3,0.1,0.5,3.5,1.8,1.6,0.2,4.4,0.7,0.5,0.4,0.4,1.4,0.6,0.4,2.6,0.9,0.4,4.1,1.5,19.7,0.0,65.0,Joel Bell,Bell Management International,POR,PG,Drafted,2003,2,38,2,2016,4247465,2123733,Maryland,11,35,BAE,21,21,,,,4,16000000,4000000,,,11.0,0.0,9.1,-1.1,-1.1
,Alan Anderson,1.9,0.8,0.1,0.8,1.1,2.8,2.3,0.5,7.0,0.8,1.3,1.0,0.5,2.8,1.5,0.3,2.9,1.0,0.4,5.7,2.5,23.6,19.0,64.0,Justin Zanik,Priority Sports,BRK,SG,Undrafted,,,,2,2016,2609545,1304773,Michigan State,5,32,Non Bird rights,127661,1333484,,,,2,2011291,1005646,,,9.5,-0.9,10.1,-0.3,-1.2
,Tony Snell,1.1,0.7,0.1,0.5,0.7,2.3,1.9,0.4,6.1,0.8,0.8,0.7,0.5,2.3,1.1,0.4,2.7,1.1,0.4,5.0,2.2,19.2,18.0,58.0,D.J. Mormile,Fakework Sports Mgmt Group,CHI,SF,Drafted,2013,1,20,3,2017,4417320,1472440,New Mexico,1,23,1st Round Pick,14724,153588,2368327,3393813,,,,, Noah Betzing,,8.0,-1.5,11.2,0.3,-1.2
,Anthony Bennett,1.5,0.6,0.3,0.4,0.8,3.8,2.9,0.9,5.2,0.6,1.2,0.7,0.4,4.9,2.1,0.3,0.3,0.1,0.4,5.2,2.2,15.8,3.0,53.0,Jeff Schwartz,Excel Sports Management,MIN,PF,Drafted,2013,1,1,3,2017,16691760,5563920,Nevada-Las Vegas,1,21,1st Round Pick,556392,58356,7318289,9513775,,,,,,,7.0,-1.2,11.0,-0.2,-1.4
,Luke Ridnour,1.5,0.8,0.1,0.4,2.0,1.5,1.3,0.2,4.0,0.9,0.5,0.5,0.5,2.4,1.2,0.3,1.2,0.4,0.4,3.6,1.6,14.1,0.0,40.0,James L. Tanner,Tandem Sports + Entertainment,ORL,PG,Drafted,2003,1,14,2,2016,5500000,2750000,Oregon,11,34,Cap Space,275,275,,,,4,16000000,4000000, Jr.,,9.0,-1.1,9.7,-0.3,-1.4
,Ekpe Udoh,0.5,0.2,0.2,0.2,0.2,0.8,0.6,0.2,0.7,0.9,0.2,0.2,0.4,0.6,0.2,0.0,0.0,0.0,0.4,0.6,0.2,3.7,0.0,29.0,Chris Greer Luchey,Athlete Management Group,LAC,PF,Drafted,2010,1,6,1,2015,981084,981084,Baylor,4,27,Minimum Salary,98184,,,,,4,14354428,3588607, Chris Grier,,7.6,-1.6,,,-1.6
,Luc Mbah a Moute,1.6,1.6,0.3,1.3,1.6,5.0,3.7,1.3,10.1,0.6,2.4,1.4,0.5,6.7,3.1,0.3,2.9,0.9,0.4,9.6,3.9,29.1,57.0,58.0,Sam Goldfeder,Excel Sports Management,PHI,PF,Drafted,2008,2,37,4,2015,18765152,4691288,California-Los Angeles,6,28,Bird Rights,4382576,,,,,3,2347809,782603,,,8.4,-1.5,11.0,-0.4,-1.9
,Jason Thompson,3.0,1.0,0.7,0.4,0.9,6.3,4.7,1.7,5.8,0.7,1.7,1.1,0.5,5.0,2.4,0.0,0.0,0.0,0.5,5.0,2.4,24.4,55.0,65.0,Leon Rose,Creative Artists Agency,SAC,PF,Drafted,2008,1,12,5,2017,30187500,6037500,Rider,6,28,Bird Rights,6375,643125,6825,,,4,9109044,2277261,,,11.1,-0.4,9.2,-1.7,-2.1
,Kirk Hinrich,2.4,1.2,0.2,0.8,2.4,1.9,1.6,0.3,6.0,0.7,0.9,0.6,0.4,3.5,1.3,0.3,2.8,0.9,0.4,6.2,2.3,25.4,22.0,56.0,Jeff Austin,Octagon,CHI,SG,Drafted,2003,1,7,2,2016,5586940,2793470,Kansas,11,34,Room Exception,273,287,,,,2,8000000,4000000,,,10.8,0.3,6.9,-2.5,-2.2
,John Salmons,1.2,0.2,0.2,0.4,0.6,1.0,0.8,0.2,2.0,0.5,0.2,0.1,0.4,1.0,0.4,0.3,1.2,0.4,0.3,2.3,0.8,12.9,0.0,21.0,Joel Bell ,Bell Management International,PHO,SF,Drafted,2002,1,26,,2015,,,Miami,12,35,Room Exception,1,,,,,,,,,,7.8,-2.3,,,-2.3
,Willie Green,1.6,0.9,0.1,0.4,1.4,1.6,1.3,0.3,5.7,0.8,0.7,0.5,0.4,3.6,1.5,0.3,2.0,0.7,0.4,5.7,2.2,17.8,2.0,42.0,Merle Scott,Goodwin Sports Management,ORL,SG,Drafted,2003,2,42,3,2015,4222997,1407666,Detroit,11,33,Non Bird Rights,144849,,,,,1,1352181,1352181,,,7.1,-1.5,8.1,-0.9,-2.4
,Norris Cole,1.7,1.4,0.2,0.8,3.5,2.3,2.1,0.2,7.1,0.7,1.1,0.8,0.4,4.8,2.1,0.3,2.4,0.7,0.4,7.1,2.8,25.0,24.0,59.0,Joel Bell,,NOP,PG,Drafted,2011,1,28,3,2015,3247680,1082560,Cleveland State,3,26,1st Round Pick,215188,32378,,,,,,,,,8.8,-2.2,10.2,-0.6,-2.8
,Ben McLemore,2.6,1.7,0.3,0.8,1.5,2.9,2.6,0.4,11.9,0.8,1.9,1.6,0.5,5.2,2.6,0.4,4.8,1.7,0.4,10.0,4.3,32.8,66.0,66.0,Rich Paul,Rival Sports Group,SAC,SG,Drafted,2013,1,7,3,2017,9078840,3026280,Kansas,1,22,1st Round Pick,32628,31566,48882,537591,,,,,,,7.8,-3.0,9.8,-0.7,-3.7
,Kendrick Perkins,2.6,1.4,0.7,0.3,0.8,5.0,3.6,1.4,3.7,0.5,1.3,0.7,0.4,3.4,1.5,0.0,0.0,0.0,0.4,3.5,1.5,17.7,3.0,59.0,Arn Tellem ,Wasserman Media Group,CLE,C,Drafted,2003,1,27,1,2015,434547,434547,High School,11,30,,9154342,,,,,5,39252656,7850531,,,6.3,-2.6,7.1,-1.8,-4.4
,Hedo Turkoglu,1.0,0.4,0.1,0.3,0.5,1.4,1.3,0.1,3.0,0.8,0.1,0.1,0.5,0.8,0.4,0.4,1.7,0.7,0.4,2.5,1.1,10.1,0.0,47.0,Vefik Tolga Tugsavul,,LAC,SF,Drafted,2000,1,16,1,2015,1448490,1448490,International,14,35,Minimum Salary,144849,,,,,5,52800000,10560000, James L. Tanner, Jr.,,,,,
,Charlie Villanueva,0.9,0.5,0.3,0.2,0.3,2.4,2.0,0.5,6.2,0.5,0.6,0.3,0.5,2.1,1.1,0.4,3.4,1.3,0.4,5.5,2.3,10.6,0.0,50.0,Jeff Schwartz,Excel Sports Management,DAL,PF,Drafted,2005,1,7,1,2015,1316809,1316809,Connecticut,9,30,Minimum Salary,131689,,,,,5,37700000,7540000,,,,,,,
,Brandon Roy,,,,,,,,,,,,,,,,,,,,,,,,0.0,Gregory Lawrence,Wasserman Media Group,POR,SG,Drafted,2006,1,6,,2015,,,Washington,5,30,,14399332,,,,,5,82000000,16400000, Arn Tellem,,,,,,
,Ben Gordon,1.1,0.9,0.0,0.3,0.8,1.1,1.0,0.1,6.1,0.8,1.2,1.0,0.5,3.5,1.6,0.4,1.7,0.6,0.4,5.2,2.3,14.0,0.0,52.0,Raymond Brothers,IAM Sports,ORL,SG,Drafted,2004,1,3,2,2016,9000000,4500000,Connecticut,10,31,Cap Space,45,45,,,,5,50000000,10000000,,,,,,,
,Derrick Rose,1.3,3.2,0.3,0.7,5.0,3.1,2.4,0.7,18.4,0.8,3.8,3.1,0.5,11.4,5.3,0.3,5.5,1.6,0.4,16.9,6.9,31.0,46.0,46.0,Arn Tellem,Wasserman Media Group,CHI,PG,Drafted,2008,1,1,5,2017,94314380,18862876,Memphis,5,26,Bird Rights,18862876,29364,21323252,,,4,22547148,5636787, Benjamin Armstrong,,,,,,
,Danilo Gallinari,1.4,0.9,0.2,0.7,1.2,3.4,2.9,0.5,10.8,0.9,2.9,2.6,0.4,4.1,1.7,0.3,4.7,1.6,0.4,8.7,3.3,22.6,17.0,49.0,Arn Tellem,Wasserman Media Group,DEN,SF,Drafted,2008,1,6,4,2016,42000000,10500000,International,6,26,Bird Rights,185485,11559225,,,,4,13457302,3364326,,,,,,,
,Kobe Bryant,1.9,3.7,0.2,1.3,5.6,5.7,4.9,0.7,22.3,0.8,6.9,5.6,0.4,15.1,6.1,0.3,5.3,1.5,0.4,20.4,7.6,34.5,35.0,35.0,Rob Pelinka,Landmark Sports Agency,LAL,SG,Drafted,1996,1,13,2,2016,48500000,24250000,High School,18,36,Bird Rights,235,25,,,,3,83547447,27849149,,,,,,,
waived by Pelicans in 2013 - in Australia,Josh Childress,,,,,,,,,,,,,,,,,,,,,,,,0.0,Christian Emens,Octagon,PHO,SF,Drafted,2004,1,8,,2015,,,Stanford,7,31,,73175,,,,,3,21000000,7000000, Jeff Austin ,,,,,,
,Greg Smith,1.3,0.3,0.3,0.2,0.2,2.0,1.3,0.7,2.0,0.5,0.9,0.5,0.6,1.2,0.8,0.0,0.0,0.0,0.6,1.2,0.8,8.9,2.0,40.0,Brian S. Elfus,Impact Sports Basketball,DAL,PF,Undrafted,,,,2,2015,963768,481884,Fresno State,3,24,Minimum Salary,948163,,,,,3,2120092,706697,,,,,,,
,Darius Morris,0.6,0.5,0.0,0.2,1.3,0.7,0.5,0.2,2.5,0.4,0.3,0.1,0.4,2.0,0.9,0.2,1.0,0.2,0.4,3.0,1.1,8.5,0.0,31.0,Brian Dyke,Shibumi Sports,BRK,PG,Drafted,2011,2,41,1,2015,605157,605157,Michigan,2,24,Minimum Salary,83149,,,,,3,3060877,1020292,,,,,,,
,Shavlik Randolph,0.8,0.2,0.2,0.3,0.2,1.8,1.0,0.8,1.2,0.5,0.6,0.3,0.3,1.5,0.5,0.0,0.3,0.0,0.3,1.8,0.5,6.3,0.0,20.0,Joel Bell,Bell Management International,BOS,PF,Undrafted,,,,2,2015,1534022,767011,Duke,7,31,Minimum Salary,1227985,,,,,2,1270442,635221,,,,,,,
,Ronnie Price,2.7,1.2,0.1,1.6,3.8,1.6,1.2,0.4,5.1,0.8,1.0,0.8,0.4,2.7,1.1,0.3,2.5,0.7,0.3,5.2,1.8,22.8,20.0,43.0,Mike Higgins,The Higgins Group,LAL,PG,Undrafted,,,,1,2015,1316809,1316809,Utah Valley,9,31,Minimum Salary,131689,,,,,2,2582786,1291393,,,,,,,
,Reggie Williams,0.4,0.1,0.0,0.0,0.6,0.7,0.7,0.0,1.6,1.0,0.3,0.3,0.5,0.9,0.4,0.1,1.3,0.1,0.3,2.1,0.6,4.9,0.0,7.0,Herb Rudoy,Interperformances,SAS,SF,Undrafted,,,,1,2015,350291,350291,Virginia Military,5,28,,12514,,,,,2,2011291,1005646,,,,,,,
signed 2 yr with NYK in 2013 - waived - bought out,Metta World Peace,,,,,,,,,,,,,,,,,,,,,,,,0.0,David Bauman ,,,SF,Drafted,1999,1,18,,2015,,,St. John's,15,35,,25,,,,,2,3251550,1625775,,,,,,,
,Landry Fields,0.4,0.4,0.0,0.5,0.6,1.1,0.6,0.5,2.1,0.8,0.3,0.2,0.5,1.7,0.9,0.5,0.1,0.0,0.5,1.8,0.9,9.5,9.0,22.0,Christian Emens,Octagon,TOR,SG,Drafted,2010,2,39,3,2015,18750000,6250000,Stanford,4,26,Cap Space,85,,,,,2,1235799,617900,,,,,,,
,JaVale McGee,1.3,0.8,0.9,0.1,0.1,2.7,1.9,0.8,4.6,0.7,1.4,1.0,0.5,3.4,1.8,0.0,0.0,0.0,0.5,3.4,1.8,11.1,0.0,23.0,Benjamin Armstrong ,Wasserman Media Group,PHI,C,Drafted,2008,1,18,4,2015,44000000,11000000,Nevada,6,27,Bird Rights,1125,12,,,,2,2400000,1200000,,,,,,,
,Jason Maxiell,1.5,0.4,0.8,0.3,0.2,2.9,1.6,1.3,3.5,0.6,1.4,0.8,0.4,3.1,1.3,0.0,0.0,0.0,0.4,3.1,1.3,14.0,0.0,46.0,Andy Miller,ASM Sports,CHO,PF,Drafted,2005,1,26,1,2015,1316809,1316809,Cincinnati,9,32,Minimum Salary,131689,,,,,2,5000000,2500000,,,,,,,
,Brandon Rush,0.7,0.4,0.4,0.1,0.4,1.3,1.2,0.1,0.7,0.6,0.2,0.1,0.3,0.7,0.2,0.1,0.7,0.0,0.2,1.4,0.3,8.0,0.0,27.0,Mark Bartelstein,Priority Sports,GSW,SG,Drafted,2008,1,13,2,2016,2416649,1208325,Kansas,6,29,Minimum Salary,1145685,127964,,,,2,8000000,4000000,,,,,,,
,Troy Daniels,0.8,0.4,0.0,0.1,0.4,0.7,0.5,0.2,2.7,0.8,0.2,0.1,0.3,0.6,0.2,0.3,2.2,0.7,0.3,2.8,0.9,6.9,0.0,40.0,John Spencer,NO AFFILIATED AGENCY,CHO,SG,Undrafted,,,,2,2016,1763758,881879,Virginia Commonwealth,1,23,Minimum Salary,816482,947276,,,,1,490180,490180,,,,,,,
,Ryan Hollins,1.3,0.6,0.4,0.1,0.3,2.2,1.4,0.7,2.6,0.6,1.1,0.7,0.6,1.5,0.9,0.0,0.0,0.0,0.6,1.5,0.9,9.1,8.0,38.0,Todd D. Ramasar,Stealth Sports,SAC,C,Drafted,2006,2,50,1,2015,1310286,1310286,California-Los Angeles,8,30,Minimum Salary,131286,,,,,1,1186459,1186459,,,,,,,
,Joel Anthony,1.0,0.2,0.6,0.1,0.1,1.5,1.0,0.5,1.4,0.6,0.4,0.2,0.6,1.1,0.6,0.0,0.0,0.0,0.6,1.1,0.6,6.3,0.0,34.0,Derrick Powell,Tandem Sports + Entertainment,DET,C,Undrafted,,,,5,2015,18250000,3650000,Nevada-Las Vegas,7,32,Bird Rights,38,,,,,1,825497,825497, Mike Higgins,,,,,,
,Jerome Jordan,1.4,0.6,0.4,0.2,0.3,2.5,1.3,1.3,3.3,0.8,1.0,0.8,0.6,2.2,1.2,0.0,0.0,0.0,0.6,2.2,1.2,9.1,0.0,40.0,Todd Ramasar,,BRK,C,Drafted,2010,2,34,1,2015,816482,816482,Tulsa,1,28,Minimum Salary,816482,,,,,1,762195,762195, Rade Filipovich,,,,,,
,Grant Jerrett,1.2,0.3,0.3,0.0,0.2,0.7,0.5,0.2,1.2,0.0,0.0,0.0,0.5,0.7,0.3,0.1,2.2,0.2,0.2,2.8,0.5,4.7,0.0,6.0,Brian Dyke,Shibumi Sports,UTA,PF,Drafted,2013,2,40,4,2018,3867199,966800,Arizona,0,21,Non Bird Rights,816482,947276,,,,1,28834,28834,,,,,,,
,Donald Sloan,1.0,1.3,0.0,0.5,3.9,3.1,2.8,0.3,8.4,0.8,1.7,1.3,0.5,4.8,2.2,0.3,2.8,0.9,0.4,7.6,3.1,22.6,21.0,45.0,Brian S. Elfus,Impact Sports Basketball,IND,PG,Undrafted,,,,2,2015,1832456,916228,Texas A&M,3,27,Minimum Salary,948163,,,,,1,762195,762195, Michael B. Siegel, Derek Lafayette,,,,,
,DeJuan Blair,1.3,0.4,0.0,0.1,0.1,1.9,1.4,0.5,1.9,0.8,0.2,0.1,0.5,1.8,0.9,0.0,0.0,0.0,0.5,1.8,0.9,5.9,0.0,23.0,Happy David Walters,Relativity Sports,WAS,C,Drafted,2009,2,37,3,2017,6000000,2000000,Pittsburgh,5,25,Bird Rights,2,2,2,,,1,947907,947907,,,,,,,
,Dahntay Jones,0.7,0.0,0.0,0.1,0.1,0.3,0.2,0.0,0.8,0.9,0.4,0.4,0.4,0.5,0.2,0.0,0.1,0.0,0.3,0.7,0.2,4.0,0.0,21.0,Mark Bartelstein,Priority Sports,LAC,SG,Drafted,2003,1,20,1,2015,613478,613478,Duke,10,34,Minimum Salary,721169,,,,,1,1448490,1448490,,,,,,,
,Cole Aldrich,2.0,0.9,1.0,0.6,1.1,5.3,3.6,1.7,5.2,0.8,0.8,0.7,0.5,4.9,2.3,0.0,0.0,0.0,0.5,4.9,2.3,16.1,12.0,48.0,Jeff Schwartz,Excel Sports Management,NYK,C,Drafted,2010,1,11,1,2015,981084,981084,Kansas,4,26,Minimum Salary,98184,,,,,1,916099,916099,,,,,,,
,Chris Copeland,1.6,1.3,0.2,0.2,1.0,2.3,1.8,0.5,6.5,0.7,1.0,0.7,0.4,3.0,1.3,0.3,3.5,1.1,0.4,6.6,2.4,17.4,12.0,47.0,John Spencer,NO AFFILIATED AGENCY,IND,SF,Undrafted,0,0,0,2,2015,6135000,3067500,Colorado,2,30,MLE,313,,,,,1,473604,473604,,,,,,,
,Zach LaVine,1.9,2.2,0.1,0.7,3.1,2.2,1.9,0.3,7.9,0.8,1.7,1.4,0.4,5.5,2.5,0.3,1.6,0.5,0.4,7.1,3.0,21.0,25.0,61.0,Bill Duffy,BDA Sports,MIN,PG,Drafted,2014,1,13,2,2018,4204200,2102100,California-Los Angeles,0,19,1st Round Pick,25584,214836,22488,322217,4428666,,,, Nima Namakian,,,,,,
,Will Barton,1.1,0.9,0.3,0.7,1.3,2.2,1.9,0.3,6.3,0.8,1.5,1.2,0.5,4.1,2.0,0.3,1.3,0.4,0.4,5.5,2.4,15.7,0.0,44.0,Brian S. Elfus,Impact Sports Basketball,DEN,SG,Undrafted,2012,2,40,3,2015,2254115,751372,Memphis,2,24,Cap Space,915243,1181348,,,,,,,,,,,,,
,Wayne Ellington,1.2,0.7,0.0,0.5,1.6,3.2,2.7,0.5,9.8,0.8,1.1,0.9,0.5,5.5,2.5,0.4,3.5,1.3,0.4,9.1,3.8,25.3,32.0,57.0,Arn Tellem,Wasserman Media Group,LAL,SG,Drafted,2009,1,28,1,2015,1063384,1063384,North Carolina,5,27,Minimum Salary,163384,,,,,,,, Thaddeus A. Foucher,,,,,,
,Vitor Faverani,,,,,,,,,,,,,,,,,,,,,,,,,Herb Rudoy ,,BOS,C,Undrafted,,,,3,2015,6180000,2060000,International,1,26,,29,,,,,,,,,,,,,,
,Victor Claver,1.2,0.4,0.1,0.1,0.1,2.0,1.7,0.3,2.4,0.0,0.0,0.0,0.3,0.9,0.3,0.5,1.1,0.6,0.5,2.0,0.9,7.6,0.0,10.0,Arn Tellem,Wasserman Media Group,DEN,PF,Undrafted,,,,3,2016,4000000,1333333,International,2,26,,137,17125,,,,,,,,,,,,,
,Tyrus Thomas,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.5,0.5,3.5,0.0,2.0,John Hamilton ,Impact Sports Basketball,CHO,PF,Drafted,2006,1,4,,2015,,,Louisiana State,6,28,,938843,,,,,,,,,,,,,,
,Tyler Ennis,1.1,1.5,0.2,0.6,2.4,1.2,1.0,0.2,4.4,0.8,0.3,0.2,0.4,3.4,1.4,0.3,1.5,0.5,0.4,4.9,1.9,12.9,1.0,20.0,Mike George,Excel Sports Management,MIL,PG,Drafted,2014,1,18,2,2018,3253080,1626540,Syracuse,0,20,,15972,166236,173388,266677,378457,,,,,,,,,,
,Tony Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,Thaddeus Foucher,Wasserman Media Group,PHO,PF,Drafted,2013,2,37,,2015,,,North Texas,1,22,,816482,,,,,,,, Arn Tellem ,,,,,,
,T.J. Warren,0.9,0.6,0.1,0.3,0.3,1.9,0.9,1.0,5.1,0.8,0.4,0.3,0.6,3.8,2.1,0.3,0.6,0.1,0.5,4.4,2.3,11.5,0.0,27.0,Henry Thomas,,PHO,SF,Drafted,2014,1,14,2,2018,3994200,1997100,North Carolina State,0,21,,195312,2418,212892,315293,4385726,,,, Ty Sullivan,,,,,,
,Solomon Hill,2.2,1.4,0.2,0.9,2.3,3.9,3.1,0.8,9.2,0.8,2.6,2.1,0.4,5.3,2.3,0.3,2.6,0.8,0.4,8.0,3.2,29.9,62.0,66.0,Chris Emens,Octagon,IND,SF,Drafted,2013,1,23,3,2017,3908400,1302800,Arizona,1,23,1st Round Pick,13284,135888,23619,3355258,,,,,,,,,,,
,Shannon Brown,1.6,0.8,0.0,0.8,0.6,0.2,0.2,0.0,4.0,0.8,0.8,0.6,0.3,2.4,0.8,0.4,1.4,0.6,0.4,3.8,1.4,17.8,2.0,5.0,Mark Bartelstein ,Priority Sports,,PG,Drafted,2006,1,25,,2015,,,Michigan State,8,29,,215811,,,,,,,,,,,,,,
,Shane Larkin,2.0,1.0,0.1,1.2,2.6,2.0,1.7,0.3,5.7,0.8,0.9,0.7,0.5,3.7,1.8,0.3,1.6,0.5,0.4,5.3,2.3,22.5,14.0,60.0,Steve McCaskill,Relativity Sports,NYK,PG,Drafted,2013,1,18,2,2015,3143040,1571520,Miami (FL),1,22,1st Round Pick,1668,,,,,,,, Happy David Walters, Chris Patrick,,,,,
,Shabazz Napier,1.5,1.6,0.1,0.8,2.5,2.3,1.9,0.3,5.2,0.8,1.1,0.9,0.4,2.1,0.9,0.4,2.3,0.9,0.4,4.5,1.7,20.0,10.0,50.0,Rob Pelinka,Landmark Sports Agency,MIA,PG,Drafted,2014,1,24,2,2018,2533080,1266540,Connecticut,0,23,1st Round Pick,123864,129444,13512,2361359,345238,,,,,,,,,,
